ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url,source
CB202615,2012 LEXUS RX,Lexus,Rx,2012,129000.0,27000.0,AT,Petrol,5,Location,,,,,/lexus/rx/cb202615/id/13260003/,BeForward
CB202616,2020 TOYOTA LAND CRUISER PRADO,Toyota,Land,2020,14068.0,2700.0,AT,Petrol,5,Location,,,,,/toyota/land-cruiser-prado/cb202616/id/13260004/,BeForward
CB202617,2018 SUZUKI X BEE,Suzuki,X,2018,19383.0,1000.0,AT,Hybrid(Petrol),5,Location,,,,,/suzuki/x-bee/cb202617/id/13260005/,BeForward
CB202618,2022 NISSAN ELGRAND,Nissan,Elgrand,2022,42200.0,2500.0,AT,Petrol,7,Location,,,,,/nissan/elgrand/cb202618/id/13260006/,BeForward
CB202619,2020 LEXUS RX,Lexus,Rx,2020,39200.0,2000.0,AT,Petrol,5,Location,,,,,/lexus/rx/cb202619/id/13260007/,BeForward
CB202620,"2009 TOYOTA ESTIMA HYBRID
                                 4WD",Toyota,Estima,2009,111500.0,2400.0,AT,Petrol,7,Location,,,,,/toyota/estima-hybrid/cb202620/id/13260008/,BeForward
CB202621,2020 BMW 3 SERIES,Bmw,3,2020,35609.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/3-series/cb202621/id/13260009/,BeForward
CB202622,2018 TOYOTA CAMRY,Toyota,Camry,2018,44205.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/camry/cb202622/id/13260010/,BeForward
CB202623,2018 TOYOTA CROWN HYBRID,Toyota,Crown,2018,48811.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-hybrid/cb202623/id/13260011/,BeForward
CB202624,2006 LEXUS SC,Lexus,Sc,2006,39893.0,4300.0,AT,Petrol,4,Location,,,,,/lexus/sc/cb202624/id/13260012/,BeForward
CB202626,"2013 TOYOTA ALPHARD
                                 2",Toyota,Alphard,2013,80900.0,2400.0,CVT,Petrol,7,Location,,,,,/toyota/alphard/cb202626/id/13260014/,BeForward
CB202627,2013 TOYOTA ALPHARD,Toyota,Alphard,2013,76737.0,2400.0,CVT,Petrol,7,Location,,,,,/toyota/alphard/cb202627/id/13260015/,BeForward
CB202628,2018 SUZUKI SUPER CARRY,Suzuki,Super,2018,20580.0,650.0,AT,Petrol,2,Location,,,,,/suzuki/super-carry/cb202628/id/13260016/,BeForward
CB202629,"2013 TOYOTA VELLFIRE HYBRID
                                 2.4X4WD",Toyota,Vellfire,2013,89791.0,2400.0,AT,Hybrid(Petrol),7,Location,,,,,/toyota/vellfire-hybrid/cb202629/id/13260017/,BeForward
CB202630,2019 TOYOTA HIACE VAN,Toyota,Hiace,2019,27643.0,2700.0,AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb202630/id/13260018/,BeForward
CB202631,2019 TOYOTA HARRIER HYBRID,Toyota,Harrier,2019,41514.0,2500.0,CVT,Petrol,5,Location,,,,,/toyota/harrier-hybrid/cb202631/id/13260019/,BeForward
CB202632,"2013 TOYOTA CAMRY HYBRID
                                 2.5",Toyota,Camry,2013,75000.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/camry-hybrid/cb202632/id/13260020/,BeForward
CB202633,2019 BMW MINI,Bmw,Mini,2019,54166.0,2000.0,AT,Petrol,4,Location,,,,,/bmw/mini/cb202633/id/13260021/,BeForward
CB202634,2018 LEXUS GS,Lexus,Gs,2018,43019.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/gs/cb202634/id/13260022/,BeForward
CB202635,2018 JEEP COMPASS,Jeep,Compass,2018,49142.0,2400.0,AT,Petrol,5,Location,,,,,/jeep/compass/cb202635/id/13260023/,BeForward
CB202636,2013 TOYOTA CROWN HYBRID,Toyota,Crown,2013,55300.0,2500.0,CVT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb202636/id/13260024/,BeForward
CB202637,2014 TOYOTA CROWN HYBRID,Toyota,Crown,2014,33900.0,2500.0,CVT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb202637/id/13260025/,BeForward
CB202638,2014 TOYOTA CROWN HYBRID,Toyota,Crown,2014,52219.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb202638/id/13260026/,BeForward
CB202639,2015 TOYOTA CROWN HYBRID,Toyota,Crown,2015,104000.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-hybrid/cb202639/id/13260027/,BeForward
CB202640,2017 AUDI S5,Audi,S5,2017,40022.0,3000.0,AT,Petrol,5,Location,,,,,/audi/s5/cb202640/id/13260028/,BeForward
CB202641,2024 SUZUKI X BEE,Suzuki,X,2024,1001.0,1000.0,AT,Hybrid(Petrol),5,Location,,,,,/suzuki/x-bee/cb202641/id/13260029/,BeForward
CB202642,"2023 TOYOTA HARRIER
                                 2.5Z",Toyota,Harrier,2023,10070.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/harrier/cb202642/id/13260030/,BeForward
CB202643,2020 LEXUS ES,Lexus,Es,2020,32500.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/es/cb202643/id/13260031/,BeForward
CB202644,"2021 LEXUS ES
                                 300HL",Lexus,Es,2021,22300.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/es/cb202644/id/13260032/,BeForward
CB202645,"2022 LEXUS ES
                                 300HF",Lexus,Es,2022,18000.0,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/es/cb202645/id/13260033/,BeForward
CB202646,2017 TOYOTA ALPHARD,Toyota,Alphard,2017,55720.0,2500.0,AT,Petrol,7,Location,,,,,/toyota/alphard/cb202646/id/13260034/,BeForward
CB202647,2020 TOYOTA ALPHARD,Toyota,Alphard,2020,48000.0,2500.0,AT,Petrol,7,Location,,,,,/toyota/alphard/cb202647/id/13260035/,BeForward
CB202648,"2020 TOYOTA ALPHARD
                                 4WD2SRJBL1500W",Toyota,Alphard,2020,16008.0,2500.0,AT,Hybrid(Petrol),7,Location,,,,,/toyota/alphard/cb202648/id/13260036/,BeForward
CB202649,2022 TOYOTA ALPHARD,Toyota,Alphard,2022,399400.0,2500.0,AT,Petrol,7,Location,,,,,/toyota/alphard/cb202649/id/13260037/,BeForward
CB202650,"2019 LEXUS NX
                                 300HL",Lexus,Nx,2019,32569.0,2000.0,AT,Petrol,5,Location,,,,,/lexus/nx/cb202650/id/13260038/,BeForward
CB202651,"2015 TOYOTA SAI
                                 2.4S",Toyota,Sai,2015,80761.0,2400.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/sai/cb202651/id/13260039/,BeForward
CB202652,2005 TOYOTA VOXY,Toyota,Voxy,2005,161650.0,2000.0,CVT,Petrol,5,Location,,,,,/toyota/voxy/cb202652/id/13260040/,BeForward
CB202653,2019 TOYOTA CROWN HYBRID,Toyota,Crown,2019,119198.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb202653/id/13260041/,BeForward
CB202654,"2019 TOYOTA CROWN HYBRID
                                 BETC",Toyota,Crown,2019,44272.0,2500.0,AT,Hybrid(Petrol),4,Location,,,,,/toyota/crown-hybrid/cb202654/id/13260042/,BeForward
CB202655,"2015 MITSUBISHI EK SPACE
                                 E",Mitsubishi,Ek,2015,41500.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb202655/id/13260043/,BeForward
CB202656,"2015 MITSUBISHI EK CUSTOM
                                 T",Mitsubishi,Ek,2015,35006.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-custom/cb202656/id/13260044/,BeForward
CB202657,"2018 MITSUBISHI EK WAGON
                                 ETC",Mitsubishi,Ek,2018,37481.0,660.0,CVT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb202657/id/13260045/,BeForward
CB202658,"2015 NISSAN DAYZ ROOX
                                 X",Nissan,Dayz,2015,56707.0,650.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202658/id/13260046/,BeForward
CB202659,2015 NISSAN DAYZ ROOX,Nissan,Dayz,2015,58868.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202659/id/13260047/,BeForward
CB202660,"2016 NISSAN DAYZ ROOX
                                 660",Nissan,Dayz,2016,76000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202660/id/13260048/,BeForward
CB202661,"2017 NISSAN DAYZ ROOX
                                 660G",Nissan,Dayz,2017,48000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202661/id/13260049/,BeForward
CB202662,"2017 NISSAN DAYZ ROOX
                                 660GTV",Nissan,Dayz,2017,81000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202662/id/13260050/,BeForward
CB202663,"2020 NISSAN DAYZ ROOX
                                 METCL",Nissan,Dayz,2020,48069.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202663/id/13260051/,BeForward
CB202664,2016 NISSAN DAYZ,Nissan,Dayz,2016,84000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202664/id/13260052/,BeForward
CB202665,2014 NISSAN DAYZ,Nissan,Dayz,2014,82000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202665/id/13260053/,BeForward
CB202666,"2015 NISSAN DAYZ
                                 660X4WD",Nissan,Dayz,2015,40000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202666/id/13260054/,BeForward
CB202667,"2015 NISSAN DAYZ
                                 660XVSAFETYII4WDTV",Nissan,Dayz,2015,92000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202667/id/13260055/,BeForward
CB202668,"2016 NISSAN DAYZ
                                 660X4WD",Nissan,Dayz,2016,31000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202668/id/13260056/,BeForward
CB202669,"2018 NISSAN DAYZ
                                 MAT",Nissan,Dayz,2018,19197.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202669/id/13260057/,BeForward
CB202670,"2020 MITSUBISHI EK WAGON
                                 E-TVB",Mitsubishi,Ek,2020,40600.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb202670/id/13260058/,BeForward
CB202671,"2020 MITSUBISHI EK X SPACE
                                 S1",Mitsubishi,Ek,2020,48292.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-x-space/cb202671/id/13260059/,BeForward
CB202672,2022 MITSUBISHI EK SPACE,Mitsubishi,Ek,2022,8447.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb202672/id/13260060/,BeForward
CB202673,2023 MITSUBISHI DELICA MINI,Mitsubishi,Delica,2023,15566.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/delica-mini/cb202673/id/13260061/,BeForward
CB202674,"2024 MITSUBISHI DELICA MINI
                                 TWD",Mitsubishi,Delica,2024,5.0,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/delica-mini/cb202674/id/13260062/,BeForward
CB202675,"2019 MITSUBISHI EK X
                                 660T4WD",Mitsubishi,Ek,2019,65077.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mitsubishi/ek-x/cb202675/id/13260063/,BeForward
CB202676,"2019 NISSAN DAYZ
                                 660X",Nissan,Dayz,2019,45000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202676/id/13260064/,BeForward
CB202677,"2020 NISSAN DAYZ
                                 TV",Nissan,Dayz,2020,15000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202677/id/13260065/,BeForward
CB202678,"2020 NISSAN ROOX
                                 660XBLUETOOTH",Nissan,Roox,2020,23000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202678/id/13260066/,BeForward
CB202679,2022 NISSAN ROOX,Nissan,Roox,2022,6059.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/roox/cb202679/id/13260067/,BeForward
CB202681,"2023 NISSAN ROOX
                                 660X/",Nissan,Roox,2023,18000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/roox/cb202681/id/13260069/,BeForward
CB202685,"2020 NISSAN DAYZ
                                 9TV",Nissan,Dayz,2020,23201.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/dayz/cb202685/id/13260073/,BeForward
CB202705,"2020 NISSAN ROOX
                                 660G",Nissan,Roox,2020,61000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202705/id/13260093/,BeForward
CB202706,"2021 NISSAN ROOX
                                 GTV",Nissan,Roox,2021,30183.0,660.0,AT,Petrol,4,Location,,,,,/nissan/roox/cb202706/id/13260094/,BeForward
CB202707,"2022 NISSAN ROOX
                                 660G",Nissan,Roox,2022,38000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202707/id/13260095/,BeForward
CB202708,2023 NISSAN ROOX,Nissan,Roox,2023,22530.0,660.0,AT,Petrol,4,Location,,,,,/nissan/roox/cb202708/id/13260096/,BeForward
CB202709,2023 NISSAN ROOX,Nissan,Roox,2023,5114.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202709/id/13260097/,BeForward
CB202710,"2022 NISSAN DAYZ
                                 660X4WD",Nissan,Dayz,2022,14000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb202710/id/13260098/,BeForward
CB202711,"2020 NISSAN ROOX
                                 660X4WD",Nissan,Roox,2020,23000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202711/id/13260099/,BeForward
CB202712,2023 NISSAN ROOX,Nissan,Roox,2023,69459.0,660.0,CVT,Petrol,4,Location,,,,,/nissan/roox/cb202712/id/13260100/,BeForward
CB202713,"2022 NISSAN DAYZ
                                 660X4WD",Nissan,Dayz,2022,32000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/cb202713/id/13260101/,BeForward
CB202714,"2025 NISSAN DAYZ
                                 660X4WD",Nissan,Dayz,2025,772.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/cb202714/id/13260102/,BeForward
CB202715,"2022 NISSAN DAYZ
                                 660G4WD",Nissan,Dayz,2022,36000.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/cb202715/id/13260103/,BeForward
CB202716,"2005 HONDA EDIX
                                 17X",Honda,Edix,2005,31236.0,1700.0,AT,Petrol,6,Location,,,,,/honda/edix/cb202716/id/13260104/,BeForward
CB202717,2018 MAZDA AXELA SPORT,Mazda,Axela,2018,66688.0,2200.0,AT,Diesel,5,Location,,,,,/mazda/axela-sport/cb202717/id/13260105/,BeForward
CB202718,"2016 MAZDA AXELA
                                 15SBOSES",Mazda,Axela,2016,66000.0,1500.0,AT,Petrol,5,Location,,,,,/mazda/axela/cb202718/id/13260106/,BeForward
CB202719,2017 SUBARU LEGACY B4,Subaru,Legacy,2017,7650.0,2500.0,AT,Petrol,5,Location,,,,,/subaru/legacy-b4/cb202719/id/13260107/,BeForward
CB202720,1994 NISSAN SKYLINE,Nissan,Skyline,1994,320000.0,2600.0,MT,Petrol,4,Location,,,,,/nissan/skyline/cb202720/id/13260108/,BeForward
CB202721,"2019 MAZDA MAZDA3
                                 1.8XD",Mazda,Mazda3,2019,42000.0,1800.0,AT,Diesel,5,Location,,,,,/mazda/mazda3/cb202721/id/13260109/,BeForward
CB202722,2019 MAZDA MAZDA3,Mazda,Mazda3,2019,59530.0,1800.0,AT,Diesel,5,Location,,,,,/mazda/mazda3/cb202722/id/13260110/,BeForward
CB202723,"2013 SUBARU LEGACY TOURING WAGON
                                 2.5",Subaru,Legacy,2013,88746.0,2500.0,CVT,Petrol,5,Location,,,,,/subaru/legacy-touring-wagon/cb202723/id/13260111/,BeForward
CB202724,2019 SUBARU SUBARU OTHERS,Subaru,Subaru,2019,26500.0,2500.0,AT,Petrol,5,Location,,,,,/subaru/subaru-others/cb202724/id/13260112/,BeForward
CB202725,2014 NISSAN SERENA,Nissan,Serena,2014,38495.0,2000.0,AT,Petrol,6,Location,,,,,/nissan/serena/cb202725/id/13260113/,BeForward
CB202726,2018 NISSAN SERENA,Nissan,Serena,2018,133600.0,2000.0,CVT,Petrol,8,Location,,,,,/nissan/serena/cb202726/id/13260114/,BeForward
CB202727,"2007 NISSAN SKYLINE COUPE
                                 370GT",Nissan,Skyline,2007,88300.0,3700.0,AT,Petrol,4,Location,,,,,/nissan/skyline-coupe/cb202727/id/13260115/,BeForward
CB202728,"2018 NISSAN CARAVAN VAN
                                 M",Nissan,Caravan,2018,48791.0,2500.0,AT,Petrol,10,Location,,,,,/nissan/caravan-van/cb202728/id/13260116/,BeForward
CB202729,"2016 MITSUBISHI DELICA D5
                                 2.2D4WD",Mitsubishi,Delica,2016,67000.0,2300.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb202729/id/13260117/,BeForward
CB202730,"2018 MITSUBISHI DELICA D5
                                 D4WD",Mitsubishi,Delica,2018,65818.0,2260.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb202730/id/13260118/,BeForward
CB202731,2018 MITSUBISHI DELICA D5,Mitsubishi,Delica,2018,46264.0,2200.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb202731/id/13260119/,BeForward
CB202732,"2018 MITSUBISHI DELICA D5
                                 2.2D4WD",Mitsubishi,Delica,2018,74000.0,2300.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb202732/id/13260120/,BeForward
CB202733,"2019 MITSUBISHI DELICA D5
                                 2.2P4WD",Mitsubishi,Delica,2019,69000.0,2300.0,AT,Diesel,7,Location,,,,,/mitsubishi/delica-d5/cb202733/id/13260121/,BeForward
CB202734,"2021 MITSUBISHI DELICA D5
                                 4WD",Mitsubishi,Delica,2021,38874.0,2200.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/cb202734/id/13260122/,BeForward
CB202735,"2021 MITSUBISHI DELICA D5
                                 2.2P4WD",Mitsubishi,Delica,2021,71000.0,2300.0,AT,Diesel,7,Location,,,,,/mitsubishi/delica-d5/cb202735/id/13260123/,BeForward
CB202736,"2007 MITSUBISHI DELICA D5
                                 G",Mitsubishi,Delica,2007,94000.0,2350.0,CVT,Petrol,8,Location,,,,,/mitsubishi/delica-d5/cb202736/id/13260124/,BeForward
CB202737,2008 MITSUBISHI DELICA D5,Mitsubishi,Delica,2008,119280.0,2400.0,AT,Petrol,8,Location,,,,,/mitsubishi/delica-d5/cb202737/id/13260125/,BeForward
CB202738,"2013 MAZDA PREMACY
                                 2.020SL",Mazda,Premacy,2013,34000.0,2000.0,AT,Petrol,7,Location,,,,,/mazda/premacy/cb202738/id/13260126/,BeForward
CB202739,"2016 ISUZU GIGA
                                 5.1MT/M",Isuzu,Giga,2016,670365.0,9830.0,MT,Diesel,2,Location,,,,,/isuzu/giga/cb202739/id/13260127/,BeForward
CB202740,"2023 ISUZU GIGA
                                 MR42018.3",Isuzu,Giga,2023,29224.0,9830.0,MT,Diesel,2,Location,,,,,/isuzu/giga/cb202740/id/13260128/,BeForward
CB202741,2014 SUZUKI CARRY TRUCK,Suzuki,Carry,2014,12500.0,660.0,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb202741/id/13260129/,BeForward
CB202742,2019 SUZUKI CARRY TRUCK,Suzuki,Carry,2019,38000.0,660.0,AT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb202742/id/13260130/,BeForward
CB202743,"2019 SUZUKI SUPER CARRY
                                 ETCATCD",Suzuki,Super,2019,17590.0,660.0,AT,Petrol,2,Location,,,,,/suzuki/super-carry/cb202743/id/13260131/,BeForward
CB202744,2024 SUZUKI CARRY TRUCK,Suzuki,Carry,2024,2877.0,660.0,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb202744/id/13260132/,BeForward
CB202745,2018 SUZUKI EVERY,Suzuki,Every,2018,71897.0,660.0,AT,Petrol,2,Location,,,,,/suzuki/every/cb202745/id/13260133/,BeForward
CB202746,"2019 SUZUKI EVERY
                                 660PC",Suzuki,Every,2019,113000.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every/cb202746/id/13260134/,BeForward
CB202747,2021 SUZUKI EVERY,Suzuki,Every,2021,37000.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every/cb202747/id/13260135/,BeForward
CB202748,2024 SUZUKI EVERY,Suzuki,Every,2024,4.0,660.0,CVT,Petrol,2,Location,,,,,/suzuki/every/cb202748/id/13260136/,BeForward
CB202749,"2025 SUZUKI EVERY
                                 660PA",Suzuki,Every,2025,3.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every/cb202749/id/13260137/,BeForward
CB202750,"2023 SUZUKI EVERY WAGON
                                 PZ",Suzuki,Every,2023,7777.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202750/id/13260138/,BeForward
CB202751,2024 SUZUKI EVERY WAGON,Suzuki,Every,2024,18940.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202751/id/13260139/,BeForward
CB202756,"2012 SUZUKI EVERY
                                 /FR",Suzuki,Every,2012,32019.0,660.0,AT,Petrol,2,Location,,,,,/suzuki/every/cb202756/id/13260144/,BeForward
CB202758,"2013 SUZUKI EVERY
                                 TVB",Suzuki,Every,2013,113989.0,650.0,AT,Petrol,2,Location,,,,,/suzuki/every/cb202758/id/13260146/,BeForward
CB202763,"2012 SUZUKI EVERY WAGON
                                 BLUETOOTH",Suzuki,Every,2012,101020.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202763/id/13260151/,BeForward
CB202764,2013 SUZUKI EVERY WAGON,Suzuki,Every,2013,9790.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202764/id/13260152/,BeForward
CB202773,2019 MAZDA SCRUM VAN,Mazda,Scrum,2019,113500.0,660.0,MT,Petrol,2,Location,,,,,/mazda/scrum-van/cb202773/id/13260161/,BeForward
CB202775,"2025 HONDA WR-V
                                 8",Honda,Wr-V,2025,9981.0,1500.0,CVT,Petrol,5,Location,,,,,/honda/wr-v/cb202775/id/13260163/,BeForward
CB202777,"2013 MAZDA SCRUM VAN
                                 /",Mazda,Scrum,2013,75500.0,660.0,MT,Petrol,2,Location,,,,,/mazda/scrum-van/cb202777/id/13260165/,BeForward
CB202783,"2016 MAZDA DEMIO
                                 1.313S4WD",Mazda,Demio,2016,26000.0,1300.0,AT,Petrol,5,Location,,,,,/mazda/demio/cb202783/id/13260171/,BeForward
CB202784,"2014 MAZDA DEMIO
                                 13SLHUD",Mazda,Demio,2014,172679.0,1300.0,AT,Petrol,5,Location,,,,,/mazda/demio/cb202784/id/13260172/,BeForward
CB202785,2016 MAZDA DEMIO,Mazda,Demio,2016,65300.0,1300.0,AT,Petrol,5,Location,,,,,/mazda/demio/cb202785/id/13260173/,BeForward
CB202787,2020 MAZDA MAZDA2,Mazda,Mazda2,2020,39706.0,1500.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb202787/id/13260175/,BeForward
CB202788,"2016 MAZDA CX-3
                                 1.5XD",Mazda,Cx-3,2016,120141.0,1500.0,AT,Diesel,5,Location,,,,,/mazda/cx-3/cb202788/id/13260176/,BeForward
CB202795,2018 MAZDA CX-3,Mazda,Cx-3,2018,46218.0,2000.0,AT,Petrol,5,Location,,,,,/mazda/cx-3/cb202795/id/13260183/,BeForward
CB202804,"2022 NISSAN CLIPPER VAN
                                 GXTV",Nissan,Clipper,2022,29660.0,660.0,MT,Petrol,2,Location,,,,,/nissan/clipper-van/cb202804/id/13260192/,BeForward
CB202806,"2022 NISSAN CLIPPER VAN
                                 BETC2.0",Nissan,Clipper,2022,16500.0,660.0,AT,Petrol,2,Location,,,,,/nissan/clipper-van/cb202806/id/13260194/,BeForward
CB202814,"2016 NISSAN CLIPPER VAN
                                 660G4WD",Nissan,Clipper,2016,42000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/clipper-van/cb202814/id/13260202/,BeForward
CB202835,"2018 NISSAN CLIPPER VAN
                                 GTVETC",Nissan,Clipper,2018,64349.0,660.0,AT,Petrol,4,Location,,,,,/nissan/clipper-van/cb202835/id/13260223/,BeForward
CB202836,"2019 NISSAN CLIPPER VAN
                                 660G4WD",Nissan,Clipper,2019,31000.0,660.0,AT,Petrol,4,Location,,,,,/nissan/clipper-van/cb202836/id/13260224/,BeForward
CB202837,"2020 NISSAN CLIPPER VAN
                                 EHID",Nissan,Clipper,2020,48100.0,660.0,AT,Petrol,4,Location,,,,,/nissan/clipper-van/cb202837/id/13260225/,BeForward
CB202877,2012 NISSAN NOTE,Nissan,Note,2012,41488.0,1200.0,CVT,Petrol,5,Location,,,,,/nissan/note/cb202877/id/13260265/,BeForward
CB202895,"2017 NISSAN NOTE
                                 1.2X",Nissan,Note,2017,47199.0,1200.0,AT,Petrol,5,Location,,,,,/nissan/note/cb202895/id/13260283/,BeForward
CB202910,1998 TOYOTA STARLET,Toyota,Starlet,1998,186550.0,,MT,Petrol,5,Location,,,,,/toyota/starlet/cb202910/id/13260298/,BeForward
CB202917,2017 ISUZU GIGA,Isuzu,Giga,2017,425622.0,15680.0,MT,Diesel,2,Location,,,,,/isuzu/giga/cb202917/id/13260305/,BeForward
CB202918,"2020 MITSUBISHI FUSO CANTER
                                 2T4NO.",Mitsubishi,Fuso,2020,40398.0,2990.0,AT,Diesel,3,Location,,,,,/mitsubishi-fuso/canter/cb202918/id/13260306/,BeForward
CB202920,"2020 NISSAN ATLAS
                                 2T4NO.",Nissan,Atlas,2020,40398.0,2990.0,AT,Diesel,3,Location,,,,,/nissan/atlas/cb202920/id/13260308/,BeForward
CB202925,"2023 NISSAN SERENA
                                 TV",Nissan,Serena,2023,22091.0,2000.0,CVT,Petrol,8,Location,,,,,/nissan/serena/cb202925/id/13260313/,BeForward
CB202932,2004 MITSUBISHI FUSO CANTER,Mitsubishi,Fuso,2004,244085.0,5240.0,MT,Diesel,3,Location,,,,,/mitsubishi-fuso/canter/cb202932/id/13260320/,BeForward
CB202954,2018 HONDA CIVIC,Honda,Civic,2018,76000.0,1500.0,CVT,Petrol,5,Location,,,,,/honda/civic/cb202954/id/13260342/,BeForward
CB202966,"2018 HONDA CIVIC
                                 1.5CVT",Honda,Civic,2018,105965.0,1500.0,AT,Petrol,5,Location,,,,,/honda/civic/cb202966/id/13260354/,BeForward
CB202971,2023 HONDA CIVIC,Honda,Civic,2023,16800.0,1500.0,MT,Petrol,5,Location,,,,,/honda/civic/cb202971/id/13260359/,BeForward
CB202972,2025 HONDA CIVIC,Honda,Civic,2025,2900.0,2000.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/civic/cb202972/id/13260360/,BeForward
CB202973,"2010 HONDA CIVIC TYPE R
                                 2.0",Honda,Civic,2010,23000.0,2000.0,MT,Petrol,4,Location,,,,,/honda/civic-type-r/cb202973/id/13260361/,BeForward
CB202974,"2023 NISSAN SERENA
                                 2.0V4WD",Nissan,Serena,2023,56000.0,2000.0,AT,Petrol,8,Location,,,,,/nissan/serena/cb202974/id/13260362/,BeForward
CB202975,"2025 NISSAN SERENA
                                 2.0V4WD",Nissan,Serena,2025,267.0,2000.0,AT,Petrol,8,Location,,,,,/nissan/serena/cb202975/id/13260363/,BeForward
CB202976,"2020 ISUZU FORWARD
                                 3550KG",Isuzu,Forward,2020,35088.0,5190.0,MT,Diesel,3,Location,,,,,/isuzu/forward/cb202976/id/13260364/,BeForward
